Regionsname;Jahr;Score
Flensburg;2004;0,6251272273704952
Flensburg;2005;0,7932094997373729
Flensburg;2006;0,8099393025932944
Flensburg;2007;0,6077638004082531
Flensburg;2008;0,5031320730929585
Flensburg;2009;0,8765788417451227
Flensburg;2010;0,8764213126955777
Flensburg;2011;0,9352203755222007
Flensburg;2012;0,9824802140776939
Flensburg;2013;0,9769222427388994
Flensburg;2014;0,9801560497559778
Flensburg;2015;0,8007327518225804
Flensburg;2016;0,986537197383986
Flensburg;2017;0,9395875620428068
Flensburg;2018;0,8547866409990362
Flensburg;2019;0,9041016738116184
Flensburg;2020;0,9273137800875886
Flensburg;2021;0,8994470330676154
Flensburg;2022;0,3503810570164053
Flensburg;2023;-0,37306364126804337
Flensburg;2024;0,2700716419990106
Flensburg;2025;0,5151956907108353
Kiel;2004;0,8878264176965346
Kiel;2005;0,9234064720003476
Kiel;2006;0,8330815456486171
Kiel;2007;0,6688594641438164
Kiel;2008;0,7379401675494773
Kiel;2009;0,9103359117618548
Kiel;2010;0,9512872949395713
Kiel;2011;0,9375694683242916
Kiel;2012;0,9303451147611757
Kiel;2013;0,9116599361055132
Kiel;2014;0,926220467049017
Kiel;2015;0,9510702273706458
Kiel;2016;0,8883450645922026
Kiel;2017;0,9080930387610312
Kiel;2018;0,8525711424939822
Kiel;2019;0,8543697360645895
Kiel;2020;0,8605579512488036
Kiel;2021;0,6849761960171783
Kiel;2022;-0,05252274755777006
Kiel;2023;-0,5114321246543483
Kiel;2024;-0,3375484054669694
Kiel;2025;-0,4670981272094599
Lübeck;2004;-0,2877403866092994
Lübeck;2005;0,23781306244555012
Lübeck;2006;0,12293434312840874
Lübeck;2007;-0,3527539838182959
Lübeck;2008;-0,33316190348388236
Lübeck;2009;0,4882590189535757
Lübeck;2010;0,7352180528442169
Lübeck;2011;0,7627217471212718
Lübeck;2012;0,832587214789855
Lübeck;2013;0,895064952164543
Lübeck;2014;0,8661192994053372
Lübeck;2015;0,9556790146137888
Lübeck;2016;0,897448100994401
Lübeck;2017;0,8368305535269813
Lübeck;2018;0,7713173634689277
Lübeck;2019;0,5633760976483304
Lübeck;2020;0,6860209455461326
Lübeck;2021;0,745581674733103
Lübeck;2022;0,08132867018060089
Lübeck;2023;-0,6919097962801664
Lübeck;2024;-0,5038709629349419
Lübeck;2025;-0,36541187195546554
Neumünster;2004;0,45682548954311036
Neumünster;2005;0,8323089547075483
Neumünster;2006;0,7820247348702193
Neumünster;2007;0,5791132186209691
Neumünster;2008;0,5080455896073013
Neumünster;2009;0,907877814703939
Neumünster;2010;0,9885902546454384
Neumünster;2011;0,9930671741239068
Neumünster;2012;0,994624986925061
Neumünster;2013;0,9946504869866757
Neumünster;2014;0,9989833167539021
Neumünster;2015;0,9984963220516354
Neumünster;2016;0,9993557025292037
Neumünster;2017;0,9974282697597784
Neumünster;2018;0,9971446840690957
Neumünster;2019;0,9912778342551519
Neumünster;2020;0,9836486866340041
Neumünster;2021;0,952023402638583
Neumünster;2022;0,801967858577465
Neumünster;2023;0,6551963179460245
Neumünster;2024;0,6519896343288245
Neumünster;2025;0,7829875085309544
Dithmarschen;2004;-0,4191437951146996
Dithmarschen;2005;-0,11551000177649512
Dithmarschen;2006;-0,4666365449180284
Dithmarschen;2007;-0,5220657748376186
Dithmarschen;2008;-0,4319938273420097
Dithmarschen;2009;0,08156420300861969
Dithmarschen;2010;0,39999263058203294
Dithmarschen;2011;0,11820438281172879
Dithmarschen;2012;0,39307046621024805
Dithmarschen;2013;0,28212627802412577
Dithmarschen;2014;0,526226722857553
Dithmarschen;2015;0,8005701259875545
Dithmarschen;2016;0,6961532530885104
Dithmarschen;2017;0,562578139857254
Dithmarschen;2018;0,6848962073627748
Dithmarschen;2019;0,4065816680312396
Dithmarschen;2020;0,4029440179079976
Dithmarschen;2021;0,13652999698741178
Dithmarschen;2022;-0,7821975727849378
Dithmarschen;2023;-0,9334686323078919
Dithmarschen;2024;-0,8819149238164555
Dithmarschen;2025;-0,7874164053697451
Herzogtum Lauenburg;2004;0,6488911879167851
Herzogtum Lauenburg;2005;0,7726484399169027
Herzogtum Lauenburg;2006;0,7258451728309869
Herzogtum Lauenburg;2007;0,5832448248312343
Herzogtum Lauenburg;2008;0,5917390397356046
Herzogtum Lauenburg;2009;0,9069565523420619
Herzogtum Lauenburg;2010;0,9530300365789965
Herzogtum Lauenburg;2011;0,9250309962035439
Herzogtum Lauenburg;2012;0,9768868551439543
Herzogtum Lauenburg;2013;0,9660874108157278
Herzogtum Lauenburg;2014;0,9585966470872941
Herzogtum Lauenburg;2015;0,9815996259219175
Herzogtum Lauenburg;2016;0,9537527947104141
Herzogtum Lauenburg;2017;0,9692420264326654
Herzogtum Lauenburg;2018;0,869459880385364
Herzogtum Lauenburg;2019;0,8188876509921733
Herzogtum Lauenburg;2020;0,9440555671730246
Herzogtum Lauenburg;2021;0,8735408795525808
Herzogtum Lauenburg;2022;0,3936433120177764
Herzogtum Lauenburg;2023;-0,2880966734284244
Herzogtum Lauenburg;2024;-0,04176481300600546
Herzogtum Lauenburg;2025;-0,059534711895001785
Nordfriesland;2004;-0,9975226292663301
Nordfriesland;2005;-0,9950841641174634
Nordfriesland;2006;-0,9973266199707965
Nordfriesland;2007;-0,9985166112253734
Nordfriesland;2008;-0,9988387851869844
Nordfriesland;2009;-0,9951204614604876
Nordfriesland;2010;-0,9878717492981496
Nordfriesland;2011;-0,9915490534809827
Nordfriesland;2012;-0,9680483743942533
Nordfriesland;2013;-0,9277694087905064
Nordfriesland;2014;-0,9094635343328463
Nordfriesland;2015;-0,7282429632590083
Nordfriesland;2016;-0,807389650042521
Nordfriesland;2017;-0,8274086123711268
Nordfriesland;2018;-0,7391905706142184
Nordfriesland;2019;-0,7315646439878304
Nordfriesland;2020;-0,5933161829147066
Nordfriesland;2021;-0,7147295099331523
Nordfriesland;2022;-0,9601253182372018
Nordfriesland;2023;-0,9951475157565353
Nordfriesland;2024;-0,988999365480816
Nordfriesland;2025;-0,9829759679141931
Ostholstein;2004;-0,23061376639401238
Ostholstein;2005;-0,04670820228786294
Ostholstein;2006;-0,06248700088365833
Ostholstein;2007;-0,377124350039687
Ostholstein;2008;-0,21825048422226506
Ostholstein;2009;0,4800430808254638
Ostholstein;2010;0,48723792724936893
Ostholstein;2011;-0,10927601668263741
Ostholstein;2012;0,31646238519818026
Ostholstein;2013;0,06542133621532586
Ostholstein;2014;0,23886089101045466
Ostholstein;2015;0,4231159055819698
Ostholstein;2016;0,44903847520480467
Ostholstein;2017;0,4576845067876832
Ostholstein;2018;0,3164380776905483
Ostholstein;2019;0,4642506737769455
Ostholstein;2020;0,44105900851224755
Ostholstein;2021;0,20547025536366584
Ostholstein;2022;-0,7289735473574143
Ostholstein;2023;-0,9382357115889659
Ostholstein;2024;-0,9010520629063034
Ostholstein;2025;-0,8578331946013646
Pinneberg;2004;0,7818269225090723
Pinneberg;2005;0,8794171172945354
Pinneberg;2006;0,8150119961255565
Pinneberg;2007;0,7095676657994755
Pinneberg;2008;0,7302365524678567
Pinneberg;2009;0,9220374770207707
Pinneberg;2010;0,9605534685438455
Pinneberg;2011;0,940282611852809
Pinneberg;2012;0,9681336593717329
Pinneberg;2013;0,9605119994437616
Pinneberg;2014;0,9476203911264582
Pinneberg;2015;0,9677097779262356
Pinneberg;2016;0,9605645689522319
Pinneberg;2017;0,948167720852212
Pinneberg;2018;0,9257103074448925
Pinneberg;2019;0,9141451106388238
Pinneberg;2020;0,8767918855669937
Pinneberg;2021;0,844494880378386
Pinneberg;2022;0,19282502476403005
Pinneberg;2023;-0,33276703310857475
Pinneberg;2024;0,01447625983619334
Pinneberg;2025;0,1727992889003025
Plön;2004;-0,8347907458022061
Plön;2005;-0,7569129991313905
Plön;2006;-0,78653776046621
Plön;2007;-0,8505582881784349
Plön;2008;-0,8283905570117981
Plön;2009;-0,36582775930939054
Plön;2010;0,41590115187258164
Plön;2011;0,33666620962557525
Plön;2012;0,7419565112824655
Plön;2013;0,7578917195381913
Plön;2014;0,8016693876933009
Plön;2015;0,7357887991797384
Plön;2016;0,7039155302956421
Plön;2017;0,8979366700476342
Plön;2018;0,847614563948064
Plön;2019;0,7825012913521577
Plön;2020;0,8251657179282246
Plön;2021;0,6412675881744575
Plön;2022;-0,4512658083224582
Plön;2023;-0,8299574062279254
Plön;2024;-0,7565701956485643
Plön;2025;-0,6776952490443904
Rendsburg-Eckernförde;2004;0,4562226157916392
Rendsburg-Eckernförde;2005;0,6714120504041429
Rendsburg-Eckernförde;2006;0,6063104553954548
Rendsburg-Eckernförde;2007;0,375688268726538
Rendsburg-Eckernförde;2008;0,17430693225322255
Rendsburg-Eckernförde;2009;0,8397541722531375
Rendsburg-Eckernförde;2010;0,8398502057685105
Rendsburg-Eckernförde;2011;0,7174547536881031
Rendsburg-Eckernförde;2012;0,86622155780232
Rendsburg-Eckernförde;2013;0,8689124499351697
Rendsburg-Eckernförde;2014;0,9265750720040297
Rendsburg-Eckernförde;2015;0,9391023043556276
Rendsburg-Eckernförde;2016;0,9138483082164918
Rendsburg-Eckernförde;2017;0,8936544086294039
Rendsburg-Eckernförde;2018;0,8664377878570874
Rendsburg-Eckernförde;2019;0,8977402157426606
Rendsburg-Eckernförde;2020;0,7300298348462592
Rendsburg-Eckernförde;2021;0,7940921461941878
Rendsburg-Eckernförde;2022;0,1708052988853888
Rendsburg-Eckernförde;2023;-0,6837639462706899
Rendsburg-Eckernförde;2024;-0,25895256338312017
Rendsburg-Eckernförde;2025;0,06664666430062073
Schleswig-Flensburg;2004;-0,6927897727830543
Schleswig-Flensburg;2005;-0,4008132494978788
Schleswig-Flensburg;2006;-0,4995891134349019
Schleswig-Flensburg;2007;-0,7398703113743873
Schleswig-Flensburg;2008;-0,797951304215814
Schleswig-Flensburg;2009;-0,3031832885635977
Schleswig-Flensburg;2010;0,24536621449165666
Schleswig-Flensburg;2011;0,47967844845223934
Schleswig-Flensburg;2012;0,9006539363159166
Schleswig-Flensburg;2013;0,8323311329473159
Schleswig-Flensburg;2014;0,9345703323052386
Schleswig-Flensburg;2015;0,9552338673455456
Schleswig-Flensburg;2016;0,8981467946945374
Schleswig-Flensburg;2017;0,8511277885954314
Schleswig-Flensburg;2018;0,8002410698157862
Schleswig-Flensburg;2019;0,6031703987338981
Schleswig-Flensburg;2020;0,7118791839830769
Schleswig-Flensburg;2021;0,6266689948685341
Schleswig-Flensburg;2022;-0,5069952738905764
Schleswig-Flensburg;2023;-0,8804923438067612
Schleswig-Flensburg;2024;-0,8302522269297675
Schleswig-Flensburg;2025;-0,5908979967999503
Segeberg;2004;0,7477853666540383
Segeberg;2005;0,8586134347247987
Segeberg;2006;0,7807145506546777
Segeberg;2007;0,6943001569661407
Segeberg;2008;0,6197147358660828
Segeberg;2009;0,9133924400082394
Segeberg;2010;0,9445504184751288
Segeberg;2011;0,8960912918383971
Segeberg;2012;0,955803417048987
Segeberg;2013;0,9649176780429957
Segeberg;2014;0,929189126431168
Segeberg;2015;0,97350148317041
Segeberg;2016;0,9512220836355703
Segeberg;2017;0,9179338278785959
Segeberg;2018;0,889183751046884
Segeberg;2019;0,9064686826101402
Segeberg;2020;0,9049458019102449
Segeberg;2021;0,7806810555814174
Segeberg;2022;0,2008814686896894
Segeberg;2023;-0,5823987861939892
Segeberg;2024;-0,13034728463612338
Segeberg;2025;0,06261474410476182
Steinburg;2004;0,6848350394292202
Steinburg;2005;0,870269321023534
Steinburg;2006;0,7731103121637675
Steinburg;2007;0,794117926772456
Steinburg;2008;0,810694884497327
Steinburg;2009;0,959641469850471
Steinburg;2010;0,9717308434706382
Steinburg;2011;0,951436352278867
Steinburg;2012;0,979725622123918
Steinburg;2013;0,9845085188706737
Steinburg;2014;0,9967292830292409
Steinburg;2015;0,9991713082838682
Steinburg;2016;0,9992187969797224
Steinburg;2017;0,9949397593973061
Steinburg;2018;0,9958696308510101
Steinburg;2019;0,9935756829045708
Steinburg;2020;0,9471540168109435
Steinburg;2021;0,9100299759445042
Steinburg;2022;0,6906708308704812
Steinburg;2023;0,5409923744889803
Steinburg;2024;0,32931394324817853
Steinburg;2025;0,7939029511908546
Stormarn;2004;0,7328741149443435
Stormarn;2005;0,8465511957137376
Stormarn;2006;0,7815572835121941
Stormarn;2007;0,6545492839514732
Stormarn;2008;0,727807346664691
Stormarn;2009;0,9158312835402831
Stormarn;2010;0,9496786606643094
Stormarn;2011;0,8651809548949682
Stormarn;2012;0,9015785364616092
Stormarn;2013;0,9131485021697264
Stormarn;2014;0,8892109381343949
Stormarn;2015;0,9226088637384291
Stormarn;2016;0,9417743942083387
Stormarn;2017;0,8781333081894969
Stormarn;2018;0,865620264550566
Stormarn;2019;0,889643348943899
Stormarn;2020;0,8870619282053346
Stormarn;2021;0,7884988371917407
Stormarn;2022;0,3028843075247804
Stormarn;2023;-0,43736669198068145
Stormarn;2024;0,08153487858132735
Stormarn;2025;-0,04003689995076741
Hamburg;2004;-0,7629402618918631
Hamburg;2005;-0,516934454801517
Hamburg;2006;-0,6531155720764376
Hamburg;2007;-0,7697647689161281
Hamburg;2008;-0,7110070465209782
Hamburg;2009;-0,06124232877143098
Hamburg;2010;0,4337929942504622
Hamburg;2011;0,06879047581070956
Hamburg;2012;0,36757844536207296
Hamburg;2013;0,33687957957572523
Hamburg;2014;0,38391720864401846
Hamburg;2015;0,579593760497796
Hamburg;2016;0,5822768877321489
Hamburg;2017;0,5531679335862537
Hamburg;2018;0,44981179479668315
Hamburg;2019;0,4742128529922598
Hamburg;2020;0,4530580274131632
Hamburg;2021;0,24959188691453255
Hamburg;2022;-0,6177104523450757
Hamburg;2023;-0,923976425531381
Hamburg;2024;-0,8475743695906126
Hamburg;2025;-0,7657001260195756
Braunschweig;2004;0,7691117614029346
Braunschweig;2005;0,8717808979645554
Braunschweig;2006;0,8581200083799599
Braunschweig;2007;0,8034094438806112
Braunschweig;2008;0,8275949770839482
Braunschweig;2009;0,9552805674373688
Braunschweig;2010;0,9705795725548577
Braunschweig;2011;0,9427706928532701
Braunschweig;2012;0,9690143757900869
Braunschweig;2013;0,936789771722752
Braunschweig;2014;0,9328301653824836
Braunschweig;2015;0,9411816781625747
Braunschweig;2016;0,9303329684057612
Braunschweig;2017;0,9138639413348753
Braunschweig;2018;0,8615487295048005
Braunschweig;2019;0,8470712043240541
Braunschweig;2020;0,8728359387746722
Braunschweig;2021;0,838948058294175
Braunschweig;2022;0,2672843765756008
Braunschweig;2023;-0,4831136714358235
Braunschweig;2024;-0,04430744460763444
Braunschweig;2025;0,12470187487558487
Salzgitter;2004;0,9353847744053845
Salzgitter;2005;0,9727659137613656
Salzgitter;2006;0,9840456987971395
Salzgitter;2007;0,9822754378963897
Salzgitter;2008;0,9784459044047483
Salzgitter;2009;0,9959782652206575
Salzgitter;2010;0,996822047872946
Salzgitter;2011;0,9962780850012118
Salzgitter;2012;0,9982947158152901
Salzgitter;2013;0,9995360376791281
Salzgitter;2014;0,9999536465135411
Salzgitter;2015;0,999948907666451
Salzgitter;2016;0,9998058633574198
Salzgitter;2017;0,9994616622562761
Salzgitter;2018;0,9989897620239889
Salzgitter;2019;0,9983171215745943
Salzgitter;2020;0,9965827203712165
Salzgitter;2021;0,9449435552167694
Salzgitter;2022;0,8838879905538758
Salzgitter;2023;0,4869816834063692
Salzgitter;2024;0,893174354193241
Salzgitter;2025;0,7179346303352359
Wolfsburg;2004;0,630100168992845
Wolfsburg;2005;0,7793540404675321
Wolfsburg;2006;0,5055378720326063
Wolfsburg;2007;0,3099832102060255
Wolfsburg;2008;0,2969157970274901
Wolfsburg;2009;0,8644937329132517
Wolfsburg;2010;0,9634324027039697
Wolfsburg;2011;0,9683918504682271
Wolfsburg;2012;0,9769524737552747
Wolfsburg;2013;0,9928178029208843
Wolfsburg;2014;0,964772715358677
Wolfsburg;2015;0,9857920177129269
Wolfsburg;2016;0,9809676492238951
Wolfsburg;2017;0,9659955991466418
Wolfsburg;2018;0,9349010708411779
Wolfsburg;2019;0,9239797802225607
Wolfsburg;2020;0,952070212272941
Wolfsburg;2021;0,9184714553475966
Wolfsburg;2022;0,6538178399954446
Wolfsburg;2023;-0,22324472994785452
Wolfsburg;2024;0,36027773284074394
Wolfsburg;2025;0,4610076428624421
Gifhorn;2004;-0,16707638984130876
Gifhorn;2005;-0,009127637943791804
Gifhorn;2006;-0,25039115941322465
Gifhorn;2007;-0,39254012710418656
Gifhorn;2008;-0,3012662015872388
Gifhorn;2009;0,47653863098496124
Gifhorn;2010;0,5381713405985313
Gifhorn;2011;0,49155348119355224
Gifhorn;2012;0,8907830306106651
Gifhorn;2013;0,9269725129834978
Gifhorn;2014;0,9129945164777263
Gifhorn;2015;0,9391258262564345
Gifhorn;2016;0,9147868464950079
Gifhorn;2017;0,8856774833425342
Gifhorn;2018;0,8693073645138341
Gifhorn;2019;0,9202601880983244
Gifhorn;2020;0,9151709804198431
Gifhorn;2021;0,9046111134078819
Gifhorn;2022;0,57533703444737
Gifhorn;2023;-0,231196979934733
Gifhorn;2024;-0,033252147081299456
Gifhorn;2025;0,25980583376915545
Goslar;2004;0,9612105368803676
Goslar;2005;0,9818937478773903
Goslar;2006;0,9912210300215673
Goslar;2007;0,9795720311559314
Goslar;2008;0,9848070008130875
Goslar;2009;0,99622024258593
Goslar;2010;0,999863757432823
Goslar;2011;0,9999119257639306
Goslar;2012;0,9999879148820258
Goslar;2013;0,9999896532783514
Goslar;2014;0,9999956212510313
Goslar;2015;0,9999907170227861
Goslar;2016;0,9999974884447372
Goslar;2017;0,9999946955855881
Goslar;2018;0,9999766155952556
Goslar;2019;0,999976537126305
Goslar;2020;0,9998005203621576
Goslar;2021;0,9953695202274369
Goslar;2022;0,9470610349036199
Goslar;2023;0,9211761014516766
Goslar;2024;0,9696651170933782
Goslar;2025;0,9869521104688217
Helmstedt;2004;
Helmstedt;2005;
Helmstedt;2006;
Helmstedt;2007;
Helmstedt;2008;
Helmstedt;2009;
Helmstedt;2010;
Helmstedt;2011;
Helmstedt;2012;0,9996349660409375
Helmstedt;2013;0,9922544644550787
Helmstedt;2014;0,9467403006175296
Helmstedt;2015;0,9980614045732106
Helmstedt;2016;0,9854845221606265
Helmstedt;2017;0,991973549526141
Helmstedt;2018;0,977278604397648
Helmstedt;2019;0,9875547022943613
Helmstedt;2020;0,9154621406959444
Helmstedt;2021;0,9717682019671865
Helmstedt;2022;0,5969322965949267
Helmstedt;2023;-0,39965380078708573
Helmstedt;2024;-0,12108440882213548
Helmstedt;2025;0,7099543190676191
Northeim;2004;0,7863164556134642
Northeim;2005;0,9036678108948922
Northeim;2006;0,9405458869077423
Northeim;2007;0,9073699557118536
Northeim;2008;0,9044674351727101
Northeim;2009;0,9668060004782926
Northeim;2010;0,9668515350660555
Northeim;2011;0,9732252987997106
Northeim;2012;0,9985281020526355
Northeim;2013;0,9989183203609627
Northeim;2014;0,999193713549559
Northeim;2015;0,8762579698488068
Northeim;2016;0,9677590188313967
Northeim;2017;0,9984402439051128
Northeim;2018;0,7846395781380893
Northeim;2019;0,9934932687656857
Northeim;2020;0,9834821443713762
Northeim;2021;0,9429862509756284
Northeim;2022;0,8730354267874544
Northeim;2023;-0,24647635243359894
Northeim;2024;-0,6313280130023816
Northeim;2025;0,5107626242918679
Peine;2004;0,5751339550667972
Peine;2005;0,8585716382131997
Peine;2006;0,8135334654101838
Peine;2007;0,7077861732579471
Peine;2008;0,8254977259058054
Peine;2009;0,9457895239175647
Peine;2010;0,9766908400557026
Peine;2011;0,9626920338570227
Peine;2012;0,9814779407560124
Peine;2013;0,9969850364597896
Peine;2014;0,99060867455566
Peine;2015;0,9924566865577664
Peine;2016;0,9849068614774689
Peine;2017;0,9780458393188896
Peine;2018;0,9516704398768592
Peine;2019;0,8828862499136638
Peine;2020;0,8946632476055354
Peine;2021;0,9483612405418864
Peine;2022;0,7854187685843056
Peine;2023;-0,19028360045227272
Peine;2024;0,6590878871426274
Peine;2025;0,7821057359401214
Wolfenbüttel;2004;0,1596813153575304
Wolfenbüttel;2005;0,49403466545226027
Wolfenbüttel;2006;0,5699211732047597
Wolfenbüttel;2007;0,4512526060861759
Wolfenbüttel;2008;0,39564192615953936
Wolfenbüttel;2009;0,8919683133309833
Wolfenbüttel;2010;0,9690805908152201
Wolfenbüttel;2011;0,9744031891318813
Wolfenbüttel;2012;0,9909483589175808
Wolfenbüttel;2013;0,9981729815928425
Wolfenbüttel;2014;0,9930242956619398
Wolfenbüttel;2015;0,9892067591595607
Wolfenbüttel;2016;0,9875254073125388
Wolfenbüttel;2017;0,9844743449693538
Wolfenbüttel;2018;0,9837713236228836
Wolfenbüttel;2019;0,9859007581605806
Wolfenbüttel;2020;0,9573568608625368
Wolfenbüttel;2021;0,9587661485970012
Wolfenbüttel;2022;0,8378581897697195
Wolfenbüttel;2023;0,525983669454185
Wolfenbüttel;2024;0,5784472857212449
Wolfenbüttel;2025;0,8396295224878948
Göttingen;2004;0,41828201310959345
Göttingen;2005;0,6972748137380478
Göttingen;2006;0,6221487082872251
Göttingen;2007;0,5476450503807326
Göttingen;2008;0,41873902661817036
Göttingen;2009;0,9240206495037776
Göttingen;2010;0,9736887245832718
Göttingen;2011;0,9654474922333309
Göttingen;2012;0,9927284613306839
Göttingen;2013;0,9964756318848008
Göttingen;2014;0,997561182180862
Göttingen;2015;0,9998386796087144
Göttingen;2016;0,995464279262256
Göttingen;2017;0,9918618056701977
Göttingen;2018;0,957625688932658
Göttingen;2019;0,9254460917201865
Göttingen;2020;0,9560823748063795
Göttingen;2021;0,8948914213745864
Göttingen;2022;0,8054059070168282
Göttingen;2023;0,05213645992276565
Göttingen;2024;0,03587686613420315
Göttingen;2025;0,017108798971971696
Region Hannover;2004;0,6869990487551408
Region Hannover;2005;0,8681902074984287
Region Hannover;2006;0,8532170763282264
Region Hannover;2007;0,8184007029828179
Region Hannover;2008;0,840575025985709
Region Hannover;2009;0,9643224921097305
Region Hannover;2010;0,9908837038319762
Region Hannover;2011;0,9698291157937368
Region Hannover;2012;0,9807549377147535
Region Hannover;2013;0,9790122854176321
Region Hannover;2014;0,9616524824012505
Region Hannover;2015;0,9709366081752131
Region Hannover;2016;0,9600879110155275
Region Hannover;2017;0,9399170690970637
Region Hannover;2018;0,9022345832776673
Region Hannover;2019;0,9117789586686061
Region Hannover;2020;0,9062738499931887
Region Hannover;2021;0,8335844620515952
Region Hannover;2022;0,24627593637071044
Region Hannover;2023;-0,4047827766748051
Region Hannover;2024;-0,055647168643752666
Region Hannover;2025;0,26821616973367257
Diepholz;2004;0,24398229273739164
Diepholz;2005;0,595830133044388
Diepholz;2006;0,46371693327754887
Diepholz;2007;0,1971680996000098
Diepholz;2008;0,15748748927887987
Diepholz;2009;0,7959148549229546
Diepholz;2010;0,9103009196055444
Diepholz;2011;0,8680981750419063
Diepholz;2012;0,9450620915046208
Diepholz;2013;0,876118812711265
Diepholz;2014;0,8960138330523654
Diepholz;2015;0,9472496374451854
Diepholz;2016;0,8847299326147033
Diepholz;2017;0,8919721085583755
Diepholz;2018;0,8118445676670112
Diepholz;2019;0,8591566685083086
Diepholz;2020;0,8269503949270636
Diepholz;2021;0,7847223284884439
Diepholz;2022;-0,08424003090393316
Diepholz;2023;-0,686364759714879
Diepholz;2024;-0,505745263390214
Diepholz;2025;-0,2162803103574547
Hameln-Pyrmont;2004;0,9998296436823363
Hameln-Pyrmont;2005;0,9999085098176194
Hameln-Pyrmont;2006;0,9998738412646484
Hameln-Pyrmont;2007;0,9998406886966357
Hameln-Pyrmont;2008;0,9999174134397301
Hameln-Pyrmont;2009;0,9999851876257304
Hameln-Pyrmont;2010;0,9999545632457366
Hameln-Pyrmont;2011;0,9980544791352933
Hameln-Pyrmont;2012;0,9972673412015045
Hameln-Pyrmont;2013;0,9991228320707736
Hameln-Pyrmont;2014;0,9988025896183338
Hameln-Pyrmont;2015;0,99957164384033
Hameln-Pyrmont;2016;0,9975561398894119
Hameln-Pyrmont;2017;0,9989873516301012
Hameln-Pyrmont;2018;0,9946484023651918
Hameln-Pyrmont;2019;0,9969827355035591
Hameln-Pyrmont;2020;0,9869261684256859
Hameln-Pyrmont;2021;0,9542185638720203
Hameln-Pyrmont;2022;0,8305394334105954
Hameln-Pyrmont;2023;0,42838491919252303
Hameln-Pyrmont;2024;0,7696023051172107
Hameln-Pyrmont;2025;0,8962367175444239
Hildesheim;2004;0,8908604983361005
Hildesheim;2005;0,9574099025124995
Hildesheim;2006;0,9601358657214123
Hildesheim;2007;0,9430545247860104
Hildesheim;2008;0,9406806857837887
Hildesheim;2009;0,9861621049571572
Hildesheim;2010;0,9919507185726453
Hildesheim;2011;0,9596959222153694
Hildesheim;2012;0,9784993613656834
Hildesheim;2013;0,9876372349881857
Hildesheim;2014;0,97779073989799
Hildesheim;2015;0,9921382519295499
Hildesheim;2016;0,9856399107612264
Hildesheim;2017;0,986163213486138
Hildesheim;2018;0,9752918394055926
Hildesheim;2019;0,9712740161494886
Hildesheim;2020;0,9596133549059884
Hildesheim;2021;0,9112073892790393
Hildesheim;2022;0,39736922196294666
Hildesheim;2023;-0,13344176818841996
Hildesheim;2024;0,3142761303773088
Hildesheim;2025;0,5622343869126287
Holzminden;2004;
Holzminden;2005;
Holzminden;2006;
Holzminden;2007;
Holzminden;2008;
Holzminden;2009;
Holzminden;2010;
Holzminden;2011;
Holzminden;2012;0,9997946380732156
Holzminden;2013;0,9998343558708085
Holzminden;2014;0,9999480100465138
Holzminden;2015;0,9996904205278373
Holzminden;2016;0,9999101677835908
Holzminden;2017;0,9998881469029837
Holzminden;2018;0,9995072660193521
Holzminden;2019;0,9999348680510424
Holzminden;2020;0,9990886966198236
Holzminden;2021;0,9809630053596775
Holzminden;2022;0,9277438550332319
Holzminden;2023;0,8424863809590636
Holzminden;2024;0,9212643523994244
Holzminden;2025;0,9714200784831962
Nienburg (Weser);2004;0,7330660660142475
Nienburg (Weser);2005;0,8506114160332892
Nienburg (Weser);2006;0,7810210058137527
Nienburg (Weser);2007;0,8336506646512438
Nienburg (Weser);2008;0,8815719589821887
Nienburg (Weser);2009;0,9635687382775135
Nienburg (Weser);2010;0,9934171773854463
Nienburg (Weser);2011;0,9933474869404542
Nienburg (Weser);2012;0,9921479119949393
Nienburg (Weser);2013;0,9993747632778587
Nienburg (Weser);2014;0,978376440447777
Nienburg (Weser);2015;0,9990101610624221
Nienburg (Weser);2016;0,9970819591428127
Nienburg (Weser);2017;0,9727013548308685
Nienburg (Weser);2018;0,9624388807250587
Nienburg (Weser);2019;0,992260512841377
Nienburg (Weser);2020;0,811883909059009
Nienburg (Weser);2021;0,9619877055373498
Nienburg (Weser);2022;0,6870411867751344
Nienburg (Weser);2023;-0,2995679669411974
Nienburg (Weser);2024;-0,21767965656528293
Nienburg (Weser);2025;0,2840068859841017
Schaumburg;2004;0,5158141239234059
Schaumburg;2005;0,7762457144134329
Schaumburg;2006;0,7295519949145728
Schaumburg;2007;0,6345202197624049
Schaumburg;2008;0,7198670824084573
Schaumburg;2009;0,9284527623360501
Schaumburg;2010;0,9477452780887028
Schaumburg;2011;0,9270372524199262
Schaumburg;2012;0,9840522889301943
Schaumburg;2013;0,9946394438860194
Schaumburg;2014;0,9964243252376815
Schaumburg;2015;0,9979518796865159
Schaumburg;2016;0,9962067473847259
Schaumburg;2017;0,9966702105660796
Schaumburg;2018;0,989677588887624
Schaumburg;2019;0,9827494247653837
Schaumburg;2020;0,9572255151860124
Schaumburg;2021;0,9602186096670418
Schaumburg;2022;0,7855166772604969
Schaumburg;2023;0,039413135690483665
Schaumburg;2024;0,7695754534696274
Schaumburg;2025;0,6886236472562803
Celle;2004;0,7646551978400051
Celle;2005;0,9107060715225511
Celle;2006;0,9128234615299196
