RegionID,lat,lon
1001000,54.78495955341995,9.438435322774508
1002000,54.32477806875684,10.132516998737092
1003000,53.87249129792186,10.72759868149168
1004000,54.081125486894535,9.984668977691165
1051011,53.91116053102235,9.130479624056436
1051044,54.19315475851652,9.132253766298216
1051003,53.94310491178455,9.195786942462645
1051010,54.009422121511584,9.237587496942238
1051012,53.97944709808046,9.228756306994743
1051016,53.99508756649737,9.269736007268055
1051022,53.961727716138974,9.127992713057582
1051024,53.94930598493849,9.141848728709451
1051026,54.056638621653384,9.262084494025371
1051032,54.02663434825187,9.178109385271274
1051037,54.02799839673444,9.2381577546088
1051051,54.02248420425326,9.287239971968825
1051064,53.968806140398904,9.19706035599531
1051089,54.000422192199196,9.184798343582468
1051097,53.99221393836036,9.125481848497056
1051110,54.0543575816774,9.20806289860809
1051021,53.94043944987818,9.02778709264534
1051034,54.00570526834165,8.900609939680232
1051046,53.9746651406428,9.016833957180465
1051057,53.93550207367405,8.9350895779102
1051062,53.9781720915769,8.97093712027555
1051072,53.95498455048325,9.015586889933447
1051073,53.94933258511619,8.988655725913233
1051076,53.92276984671215,9.028615035783066
1051077,53.90558044866754,8.982065571964807
1051090,53.94084426662944,9.084300513617766
1051103,53.92874083711586,9.041318092148055
1051118,54.00071284335381,9.017574562008903
1051119,53.97214326513003,9.071073010422827
1051005,54.22852976565781,9.181081113978404
1051008,54.317387799366635,9.21138892975858
1051019,54.243140488910754,9.38883374855829
1051020,54.313351420920725,9.251655104539322
1051023,54.25645886850848,9.319468477365168
1051030,54.28102271455336,9.117163456656804
1051035,54.195846469398,9.217681910072999
1051036,54.27072319821451,9.226884317416992
1051038,54.315427056973526,8.99904476969344
1051047,54.27436300662248,9.004211613939072
1051049,54.29688587332087,9.17651440513789
1051052,54.24175826815941,9.289433258553734
1051053,54.29772949903159,9.221519785375271
1051058,54.292831391938584,8.952745382297266
1051060,54.31808602762009,9.131934616694206
1051061,54.31649938459835,9.038969922990146
1051065,54.354040126972926,9.018912351693633
1051068,54.25337770549097,9.196829149072322
1051071,54.32912557847831,9.04105309553159
1051080,54.249227661383344,9.13580524952612
1051088,54.26766788539267,9.290039490404515
1051092,54.29314973062463,9.048080647527975
1051096,54.34757498803984,9.082945003575851
1051100,54.243919390200375,9.247170630871622
1051102,54.31261698922099,9.095593693242112
1051114,54.22034960628717,9.276876689472923
1051117,54.271903250755976,9.372627316002086
1051120,54.28113993968489,9.266731289393558
1051125,54.20092515521968,9.246303719427441
1051131,54.21819771406269,9.245469273162788
1051133,54.2671526552914,9.120279452296929
1051136,54.2150958232642,9.400556700897626
1051139,54.21124924734746,9.33954331875084
1051141,54.24007304666292,9.15029611356602
1051048,54.14991077818098,9.094665590170603
1051067,54.158164345014335,9.061679143573665
1051069,54.182809277951506,9.067388411344199
1051075,54.234611012654526,9.004170422516717
1051081,54.1899839545519,9.009432295417163
1051082,54.1646789525891,9.180391102462908
1051087,54.217684269194315,9.131370435991315
